app,category,rating_raw,n_reviews_store,installs,price_raw,genre,rating_norm,prob_positivo,sentiment_label,score_fuzzy
Easy Installer - Apps On SD,BUSINESS,4.1,23055,"5,000,000+",0,Business,0.7749999999999999,0.5385373706475692,Positivo,6.5
Facebook Ads Manager,BUSINESS,4.1,19023,"1,000,000+",0,Business,0.7749999999999999,0.5888099996167896,Positivo,7.2263
Genius Scan - PDF Scanner,BUSINESS,4.4,42492,"1,000,000+",0,Business,0.8500000000000001,0.8079324838373996,Positivo,8.8333
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,"10,000,000+",0,Business,0.875,0.8225229421043597,Positivo,8.8333
Google Ads,BUSINESS,4.3,29313,"5,000,000+",0,Business,0.825,0.6636134595307976,Positivo,8.7013
FreshBooks Classic,BUSINESS,4.1,1802,"100,000+",0,Business,0.7749999999999999,0.5806686435338105,Positivo,7.0695
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,"500,000+",0,Business,0.7,0.4440991381062452,Positivo,6.3103
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,"500,000+",0,Business,0.8999999999999999,0.8558043980534109,Positivo,8.8333
Asana: organize team projects,BUSINESS,4.3,20815,"1,000,000+",0,Business,0.825,0.7510080616250377,Positivo,8.8333
AdWords Express,BUSINESS,4.1,7149,"1,000,000+",0,Business,0.7749999999999999,0.6028923128044379,Positivo,7.5134
Accounting App - Zoho Books,BUSINESS,4.5,3079,"100,000+",0,Business,0.875,0.8036967341869683,Positivo,8.8333
Cisco Webex Meetings,BUSINESS,4.4,108741,"10,000,000+",0,Business,0.8500000000000001,0.6489455111050452,Positivo,8.6482
Cisco Webex Teams,BUSINESS,4.2,1661,"100,000+",0,Business,0.8,0.5665761816698711,Positivo,6.8068
DC Comics,COMICS,4.2,25671,"1,000,000+",0,Comics,0.8,0.8876941701286156,Positivo,8.8333
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,"10,000+",0,Comics,0.925,0.7455220552003154,Positivo,8.8271
Gmail,COMMUNICATION,4.3,4604324,"1,000,000,000+",0,Communication,0.825,0.5261522247497186,Positivo,6.5
Hangouts,COMMUNICATION,4.0,3419249,"1,000,000,000+",0,Communication,0.75,0.7123789915543894,Positivo,8.7786
Firefox Browser fast & private,COMMUNICATION,4.4,3075028,"100,000,000+",0,Communication,0.8500000000000001,0.690128052329321,Positivo,8.7441
Contacts,COMMUNICATION,4.3,66602,"50,000,000+",0,Communication,0.825,0.5455564999734918,Positivo,6.5
Browser 4G,COMMUNICATION,4.3,192948,"10,000,000+",0,Communication,0.825,0.7871405764903942,Positivo,8.8333
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,"10,000,000+",0,Communication,0.725,0.49651974973531987,Positivo,6.5
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,"1,000,000+",0,Communication,0.8500000000000001,0.7570227365550818,Positivo,8.8333
Google Voice,COMMUNICATION,4.2,171031,"10,000,000+",0,Communication,0.8,0.6597062932800711,Positivo,8.6948
Chrome Dev,COMMUNICATION,4.4,63543,"5,000,000+",0,Communication,0.8500000000000001,0.7133471332303072,Positivo,8.7801
Android Messages,COMMUNICATION,4.2,781810,"100,000,000+",0,Communication,0.8,0.5186992141148674,Positivo,6.5
Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,"500,000,000+",0,Communication,0.8999999999999999,0.7182741881421818,Positivo,8.7875
AT&T Visual Voicemail,COMMUNICATION,3.7,13761,"10,000,000+",0,Communication,0.675,0.5050078272298234,Positivo,6.5
GMX Mail,COMMUNICATION,4.3,258556,"10,000,000+",0,Communication,0.825,0.742680903605275,Positivo,8.8231
Calls & Text by Mo+,COMMUNICATION,4.2,83239,"5,000,000+",0,Communication,0.8,0.7847367268742031,Positivo,8.8333
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,"100,000,000+",0,Communication,0.8500000000000001,0.633844298009469,Positivo,8.2383
GroupMe,COMMUNICATION,4.5,330761,"10,000,000+",0,Communication,0.875,0.638799749549401,Positivo,8.368
BBM - Free Calls & Messages,COMMUNICATION,4.3,12842860,"100,000,000+",0,Communication,0.825,0.617053701247508,Positivo,7.8287
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,"1,000,000+",0,Communication,0.8,0.4819668940673473,Positivo,6.5
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,"10,000,000+",0,Communication,0.825,0.6957425014075793,Positivo,8.753
Contacts+,COMMUNICATION,4.2,190613,"10,000,000+",0,Communication,0.8,0.7328510639647772,Positivo,8.809
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,"10,000,000+",0,Communication,0.8,0.700601306750003,Positivo,8.7605
Full Screen Caller ID,COMMUNICATION,4.2,104990,"5,000,000+",0,Communication,0.8,0.7164809800109615,Positivo,8.7848
CIA - Caller ID & Call Blocker,COMMUNICATION,4.0,60308,"5,000,000+",0,Communication,0.75,0.7181475985780368,Positivo,8.7873
Calls Blacklist - Call Blocker,COMMUNICATION,4.5,457283,"10,000,000+",0,Communication,0.875,0.6848793158796456,Positivo,8.7358
Call Control - Call Blocker,COMMUNICATION,4.4,93825,"5,000,000+",0,Communication,0.8500000000000001,0.3818932647973223,Positivo,4.7063
Burner - Free Phone Number,COMMUNICATION,4.3,14873,"1,000,000+",0,Communication,0.825,0.6532356924260153,Positivo,8.684
All Email Providers,COMMUNICATION,4.1,20901,"1,000,000+",0,Communication,0.7749999999999999,0.514795729446111,Negativo,6.5
GO Notifier,COMMUNICATION,4.2,124346,"10,000,000+",0,Communication,0.8,0.5378874117884445,Positivo,6.5
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,"100,000+",0,Dating,0.7749999999999999,0.6037745297813444,Positivo,7.5323
Hinge: Dating & Relationships,DATING,4.2,7779,"500,000+",0,Dating,0.8,0.6826984036149847,Positivo,8.7323
BBW Dating & Plus Size Chat,DATING,4.4,12632,"1,000,000+",0,Dating,0.8500000000000001,0.6033306472842376,Positivo,7.5228
CMB Free Dating App,DATING,4.0,48845,"1,000,000+",0,Dating,0.75,0.7847460119640195,Positivo,8.8333
Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,"5,000,000+",0,Dating,0.8500000000000001,0.7666291812733796,Positivo,8.8333
Black People Meet Singles Date,DATING,3.9,10212,"1,000,000+",0,Dating,0.725,0.6905099929545437,Positivo,8.7447
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,"10,000+",0,Dating,0.8500000000000001,0.7397381672860441,Positivo,8.8189
Free Dating Hook Up Messenger,DATING,3.3,1157,"100,000+",0,Dating,0.575,0.705774923169268,Positivo,6.9629
BLK - Swipe. Match. Chat.,DATING,4.1,2067,"100,000+",0,Dating,0.7749999999999999,0.8026462865875533,Positivo,8.8333
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,"500,000+",0,Dating,0.725,0.7026460425390114,Positivo,8.7637
Free Dating & Flirt Chat - Choice of Love,DATING,4.0,42194,"5,000,000+",0,Dating,0.75,0.5819440254049455,Positivo,7.0937
BeWild Free Dating & Chat App,DATING,3.4,1999,"100,000+",0,Dating,0.6,0.7340400436316374,Positivo,7.4524
"FastMeet: Chat, Dating, Love",DATING,4.2,22544,"1,000,000+",0,Dating,0.8,0.7593547791431551,Positivo,8.8333
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,"1,000,000+",0,Dating,0.7749999999999999,0.6797430861663889,Positivo,8.7276
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,"500,000+",0,Dating,0.8999999999999999,0.866757521835228,Positivo,8.8333
Christian Dating For Free App,DATING,3.9,8722,"500,000+",0,Dating,0.725,0.6626812789512934,Positivo,8.6997
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,"1,000,000+",0,Dating,0.8500000000000001,0.478814268315623,Positivo,6.5
Free Dating App - Meet Local Singles - Flirt Chat,DATING,4.1,825,"100,000+",0,Dating,0.7749999999999999,0.496354812657085,Positivo,6.5
"Chat Rooms, Avatars, Date - Galaxy",DATING,4.3,135418,"10,000,000+",0,Dating,0.825,0.6179048589187911,Positivo,7.8484
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,"100,000+",0,Dating,0.7749999999999999,0.7221125633182982,Positivo,8.7932
BBWCupid - BBW Dating App,DATING,3.5,241,"50,000+",0,Dating,0.625,0.6322799664550587,Positivo,7.7332
ChatVideo Meet new people,DATING,4.2,63986,"5,000,000+",0,Dating,0.8,0.6279208616817339,Positivo,8.0888
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,"500,000+",0,Dating,0.825,0.7704677784492953,Positivo,8.8333
"Herpes Dating: 1,000K+ Singles",DATING,4.0,738,"10,000+",0,Dating,0.75,0.7013696885405845,Positivo,8.7617
95Live -SG#1 Live Streaming App,DATING,4.1,4953,"1,000,000+",0,Dating,0.7749999999999999,0.6076244445719444,Positivo,7.6161
2RedBeans,DATING,4.0,337,"10,000+",0,Dating,0.75,0.8393503599270048,Positivo,8.8333
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,"100,000+",0,Dating,0.7749999999999999,0.7032867594404859,Positivo,8.7647
Herpes Positive Singles Dating,DATING,4.4,198,"10,000+",0,Dating,0.8500000000000001,0.8131097525978356,Positivo,8.8333
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,"10,000+",0,Dating,0.8500000000000001,0.741669190730017,Positivo,8.8216
Hitwe - meet people and chat,DATING,4.2,243950,"10,000,000+",0,Dating,0.8,0.4568160482935568,Positivo,6.5
FERZU - Furries Social Network,DATING,3.9,1576,"10,000+",0,Dating,0.725,0.6506280216768833,Positivo,8.6796
"2Date Dating App, Love and matching",DATING,4.4,41605,"500,000+",0,Dating,0.8500000000000001,0.7364565289132521,Positivo,8.8142
Duolingo: Learn Languages Free,EDUCATION,4.7,6289924,"100,000,000+",0,Education;Education,0.925,0.8561418737322876,Positivo,8.8333
Babbel – Learn Languages,EDUCATION,4.3,266948,"10,000,000+",0,Education,0.825,0.8400013282243625,Positivo,8.8333
Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4.0,889,"500,000+",0,Education,0.75,0.8209062200390768,Positivo,8.8333
ABC Preschool Free,EDUCATION,3.8,27572,"5,000,000+",0,Education;Education,0.7,0.7495201868288843,Positivo,8.7596
English with Lingualeo,EDUCATION,4.7,254519,"5,000,000+",0,Education,0.925,0.6665825912832811,Positivo,8.7062
Brilliant,EDUCATION,4.5,41185,"1,000,000+",0,Education,0.875,0.8131449183203117,Positivo,8.8333
C++ Tutorials,EDUCATION,4.1,358,"50,000+",0,Education,0.7749999999999999,0.8546009121920921,Positivo,8.8333
C++ Programming,EDUCATION,4.3,11904,"1,000,000+",0,Education,0.825,0.7347718821352232,Positivo,8.8118
C Programming,EDUCATION,4.3,22251,"1,000,000+",0,Education,0.825,0.8747803869728467,Positivo,8.8333
GMAT Question Bank,EDUCATION,4.2,240,"10,000+",0,Education,0.8,0.6832545082352679,Positivo,8.7332
GRE Tutor,EDUCATION,4.0,275,"50,000+",0,Education,0.75,0.8621002525320589,Positivo,8.8333
GRE Flashcards,EDUCATION,4.5,13791,"500,000+",0,Education,0.875,0.8424376466347797,Positivo,8.8333
GMAT Math Flashcards,EDUCATION,4.4,1769,"100,000+",0,Education,0.8500000000000001,0.835431929045011,Positivo,8.8333
GRE Prep & Practice by Magoosh,EDUCATION,4.4,3963,"100,000+",0,Education,0.8500000000000001,0.8558682763888255,Positivo,8.8333
Babbel – Learn Spanish,EDUCATION,4.4,54798,"1,000,000+",0,Education,0.8500000000000001,0.8721280928845467,Positivo,8.8333
Common Core,EDUCATION,4.0,835,"100,000+",0,Education,0.75,0.7748855057994053,Positivo,8.8333
Homework Planner,EDUCATION,4.0,2525,"100,000+",0,Education,0.75,0.8702643854400384,Positivo,8.8333
Edmodo,EDUCATION,4.1,200058,"10,000,000+",0,Education,0.7749999999999999,0.8051541804728869,Positivo,8.8333
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84309,"5,000,000+",0,Education,0.8500000000000001,0.6348117572049216,Positivo,8.2633
Canvas Student,EDUCATION,4.5,42828,"1,000,000+",0,Education,0.875,0.6551280347742688,Positivo,8.6872
EasyBib: Citation Generator,EDUCATION,3.5,1405,"100,000+",0,Education,0.625,0.5543792219172203,Positivo,6.3066
Hotstar,ENTERTAINMENT,4.3,4885646,"100,000,000+",0,Entertainment,0.825,0.5202273980664711,Positivo,6.5
H TV,ENTERTAINMENT,4.3,103078,"5,000,000+",0,Entertainment,0.825,0.7717133107312282,Positivo,8.8333
DStv Now,ENTERTAINMENT,3.9,34923,"5,000,000+",0,Entertainment,0.725,0.5537337410935121,Positivo,6.5697
BBC Media Player,ENTERTAINMENT,3.4,87384,"10,000,000+",0,Entertainment,0.6,0.4652980202112014,Positivo,5.8596
Cinemark Theatres,ENTERTAINMENT,4.1,21867,"1,000,000+",0,Entertainment,0.7749999999999999,0.5122415841493431,Positivo,6.5
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747,"10,000,000+",0,Entertainment,0.8999999999999999,0.6828852524303342,Positivo,8.7326
Harkins Theatres,ENTERTAINMENT,4.3,1511,"100,000+",0,Entertainment,0.825,0.5125945743546831,Positivo,6.5
AMC Theatres,ENTERTAINMENT,4.3,44550,"1,000,000+",0,Entertainment,0.825,0.6943123426413234,Positivo,8.7507
Food Network,ENTERTAINMENT,4.1,7813,"500,000+",0,Entertainment,0.7749999999999999,0.5183612666787957,Positivo,6.5
Cooking Channel,ENTERTAINMENT,4.1,1033,"100,000+",0,Entertainment,0.7749999999999999,0.7715794611607135,Positivo,8.8333
Animal Planet GO,ENTERTAINMENT,4.2,2442,"100,000+",0,Entertainment,0.8,0.7247185299548249,Positivo,8.7971
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066,"10,000,000+",0,Entertainment,0.675,0.7339381430761852,Positivo,8.7199
Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3.0,493,"50,000+",0,Entertainment,0.5,0.5583986453434444,Positivo,5.1769
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,"1,000,000+",0,Entertainment,0.7749999999999999,0.7360049782621639,Positivo,8.8135
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,"5,000,000+",0,Entertainment,0.725,0.5274938803270879,Positivo,6.5
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,"1,000,000+",0,Entertainment,0.75,0.786016192279369,Positivo,8.8333
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,"1,000,000+",0,Entertainment,0.8,0.5084455325634918,Positivo,6.5
Comedy Central,ENTERTAINMENT,3.9,22378,"1,000,000+",0,Entertainment,0.725,0.6156119991631457,Positivo,7.7954
CW Seed,ENTERTAINMENT,4.5,16372,"500,000+",0,Entertainment,0.875,0.7550876926898774,Positivo,8.8333
HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723,"10,000,000+",0,Entertainment,0.7,0.38671308054248577,Negativo,4.8392
FOX,ENTERTAINMENT,3.7,197774,"10,000,000+",0,Entertainment,0.675,0.6734311656617694,Positivo,8.7174
Hamilton — The Official App,ENTERTAINMENT,4.5,1575,"100,000+",0,Entertainment,0.875,0.5838030431042038,Positivo,7.1292
Funny Pics,ENTERTAINMENT,3.9,9941,"1,000,000+",0,Entertainment,0.725,0.6858194762021538,Positivo,8.7373
Colorfy: Coloring Book for Adults - Free,ENTERTAINMENT,4.5,787177,"10,000,000+",0,Entertainment,0.875,0.651085376890981,Positivo,8.6804
All Events in City,EVENTS,4.0,3782,"100,000+",0,Events,0.75,0.858841942444294,Positivo,8.8333
DroidAdmin for Android - Advice,EVENTS,4.2,811,"10,000+",0,Events,0.8,0.6113697648929625,Positivo,7.6992
Happy Birthday Songs Offline,EVENTS,4.4,464,"100,000+",0,Events,0.8500000000000001,0.802348668613596,Positivo,8.8333
"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800,"1,000,000+",0,Events,0.875,0.8354457941182097,Positivo,8.8333
Goldstar: Live Event Tickets,EVENTS,4.5,1953,"100,000+",0,Events,0.875,0.9107800067378534,Positivo,8.8333
Citibanamex Movil,FINANCE,3.6,52306,"5,000,000+",0,Finance,0.65,0.5974663393368206,Positivo,7.3998
Bualuang mBanking,FINANCE,4.0,48445,"5,000,000+",0,Finance,0.75,0.6191873738171696,Positivo,7.8784
BBVA Spain,FINANCE,4.2,36746,"5,000,000+",0,Finance,0.8,0.7929842789482241,Positivo,8.8333
Ecobank Mobile Banking,FINANCE,4.0,12073,"1,000,000+",0,Finance,0.75,0.4616088464621532,Positivo,6.5
Banorte Movil,FINANCE,4.1,111632,"1,000,000+",0,Finance,0.7749999999999999,0.5975555545219104,Positivo,7.4017
Credit Karma,FINANCE,4.7,706301,"10,000,000+",0,Finance,0.925,0.8324999247878756,Positivo,8.8333
BZWBK24 mobile,FINANCE,4.5,64959,"1,000,000+",0,Finance,0.875,0.7331395137619703,Positivo,8.8094
"GCash - Buy Load, Pay Bills, Send Money",FINANCE,4.0,25508,"1,000,000+",0,Finance,0.75,0.4926238364223575,Positivo,6.5
Google Pay,FINANCE,4.2,347838,"100,000,000+",0,Finance,0.8,0.6166047948240754,Positivo,7.8183
"Even - organize your money, get paid early",FINANCE,4.8,12304,"100,000+",0,Finance,0.95,0.7032855183765897,Positivo,8.7647
Digit Save Money Automatically,FINANCE,4.5,8188,"100,000+",0,Finance,0.875,0.7532672126576169,Positivo,8.8333
Acorns - Invest Spare Change,FINANCE,4.3,45957,"1,000,000+",0,Finance,0.825,0.5257666178210931,Negativo,6.5
Expense IQ Money Manager,FINANCE,4.4,21570,"1,000,000+",0,Finance,0.8500000000000001,0.7665980716902441,Positivo,8.8333
Experian - Free Credit Report,FINANCE,4.6,23130,"1,000,000+",0,Finance,0.8999999999999999,0.6864259052527388,Positivo,8.7383
Branch,FINANCE,4.6,69973,"1,000,000+",0,Finance,0.8999999999999999,0.7052495808661864,Positivo,8.7677
CreditWise from Capital One,FINANCE,4.6,26587,"1,000,000+",0,Finance,0.8999999999999999,0.7592710405033664,Positivo,8.8333
Credit Sesame,FINANCE,4.3,25166,"1,000,000+",0,Finance,0.825,0.6059413052365704,Positivo,7.5792
Fresh EBT - Food Stamp Balance,FINANCE,4.5,19870,"1,000,000+",0,Finance,0.875,0.7043021353742162,Positivo,8.7663
CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24647,"1,000,000+",0,Finance,0.8,0.7402108627809143,Positivo,8.8196
Bloomberg Professional,FINANCE,4.1,3334,"500,000+",0,Finance,0.7749999999999999,0.5102030121964096,Positivo,6.5
E*TRADE Mobile,FINANCE,3.9,10658,"1,000,000+",0,Finance,0.725,0.6298527602942003,Positivo,8.1369
Fox Business,FINANCE,3.7,2594,"500,000+",0,Finance,0.675,0.6696587939135182,Positivo,8.7112
Current debit card and app made for teens,FINANCE,4.3,685,"50,000+",0,Finance,0.825,0.854911595108138,Positivo,8.8333
Betterment,FINANCE,4.4,3780,"100,000+",0,Finance,0.8500000000000001,0.6504096688225548,Positivo,8.6793
Citizens Bank Mobile Banking,FINANCE,4.1,15192,"1,000,000+",0,Finance,0.7749999999999999,0.5126867814427343,Positivo,6.5
GoBank,FINANCE,4.4,5950,"500,000+",0,Finance,0.8500000000000001,0.5547205924640805,Positivo,6.588
BBVA Compass Banking,FINANCE,4.3,5905,"500,000+",0,Finance,0.825,0.6331482907300268,Positivo,8.2204
BankMobile Vibe App,FINANCE,4.3,14627,"1,000,000+",0,Finance,0.825,0.809030259117778,Positivo,8.8333
ACE Elite,FINANCE,4.1,2898,"100,000+",0,Finance,0.7749999999999999,0.6334999074701024,Positivo,8.2294
Associated Credit Union Mobile,FINANCE,4.7,3290,"50,000+",0,Finance,0.925,0.8149143238236671,Positivo,8.8333
Bank of America Mobile Banking,FINANCE,4.4,341090,"10,000,000+",0,Finance,0.8500000000000001,0.6129208183245017,Positivo,7.7341
Amex Mobile,FINANCE,4.3,24729,"1,000,000+",0,Finance,0.825,0.5986424528793183,Positivo,7.4241
Citi Mobile®,FINANCE,4.0,78306,"5,000,000+",0,Finance,0.75,0.48239246961381077,Positivo,6.5
Chase Mobile,FINANCE,4.6,1374549,"10,000,000+",0,Finance,0.8999999999999999,0.5555576337954496,Positivo,6.6035
HDFC Bank MobileBanking,FINANCE,4.2,208463,"10,000,000+",0,Finance,0.8,0.4933291214081946,Positivo,6.5
Barclays US for Android,FINANCE,4.1,6998,"1,000,000+",0,Finance,0.7749999999999999,0.4926868491753068,Positivo,6.5
Easy Recipes,FOOD_AND_DRINK,4.7,2707,"100,000+",0,Food & Drink,0.925,0.7907759439990549,Positivo,8.8333
Debonairs Pizza,FOOD_AND_DRINK,3.8,3320,"500,000+",0,Food & Drink,0.7,0.6053185251985349,Positivo,7.5656
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68103,"1,000,000+",0,Food & Drink,0.8,0.7230820614078716,Positivo,8.7947
